10,1,10,4.33333333333
10,1,100,3.66666666667
10,1,101,6.0
10,1,102,6.0
10,1,103,4.33333333333
10,1,104,4.0
10,1,105,5.0
10,1,106,1.66666666667
10,1,107,5.33333333333
10,1,108,5.0
10,1,11,4.0
10,1,12,3.66666666667
10,1,13,4.66666666667
10,1,14,5.0
10,1,20,4.33333333333
10,1,21,6.0
10,1,22,5.33333333333
10,1,24,5.0
10,1,25,5.0
10,1,26,2.0
10,1,27,3.66666666667
10,1,28,4.33333333333
10,1,29,4.33333333333
10,1,30,6.0
10,1,31,4.0
10,1,32,4.66666666667
10,1,33,4.33333333333
10,1,34,3.33333333333
10,1,35,2.66666666667
10,1,36,5.0
10,1,37,5.66666666667
10,1,38,4.0
10,1,39,4.33333333333
10,1,4,5.0
10,1,40,4.33333333333
10,1,41,3.66666666667
10,1,42,6.0
10,1,43,4.0
10,1,44,4.0
10,1,45,2.66666666667
10,1,46,4.66666666667
10,1,47,5.66666666667
10,1,48,5.66666666667
10,1,49,4.33333333333
10,1,5,4.33333333333
10,1,50,5.0
10,1,51,6.33333333333
10,1,52,5.33333333333
10,1,53,6.0
10,1,54,4.33333333333
10,1,55,6.0
10,1,56,5.0
10,1,57,2.0
10,1,6,5.0
10,1,61,5.66666666667
10,1,62,4.33333333333
10,1,63,3.66666666667
10,1,64,5.66666666667
10,1,65,5.33333333333
10,1,66,6.33333333333
10,1,67,5.66666666667
10,1,68,4.33333333333
10,1,69,4.0
10,1,7,6.33333333333
10,1,72,3.33333333333
10,1,73,3.66666666667
10,1,74,4.33333333333
10,1,75,4.0
10,1,76,5.0
10,1,77,4.66666666667
10,1,78,5.0
10,1,79,3.66666666667
10,1,8,6.66666666667
10,1,80,5.33333333333
10,1,81,3.66666666667
10,1,82,5.33333333333
10,1,83,2.66666666667
10,1,84,2.0
10,1,85,5.66666666667
10,1,86,4.33333333333
10,1,87,5.33333333333
10,1,88,6.33333333333
10,1,89,6.0
10,1,9,5.0
10,1,90,4.33333333333
10,1,91,4.66666666667
10,1,92,4.66666666667
10,1,93,3.33333333333
10,1,94,5.66666666667
10,1,95,4.33333333333
10,1,96,5.0
10,1,97,4.0
10,1,98,4.0
10,1,99,6.0
10,2,10,5.66666666667
10,2,100,1.0
10,2,11,4.0
10,2,12,5.0
10,2,13,5.66666666667
10,2,14,5.66666666667
10,2,15,5.33333333333
10,2,19,5.33333333333
10,2,20,2.0
10,2,21,6.0
10,2,22,6.33333333333
10,2,23,5.66666666667
10,2,24,3.0
10,2,25,4.66666666667
10,2,26,3.66666666667
10,2,27,4.33333333333
10,2,28,5.0
10,2,29,4.33333333333
10,2,3,5.0
10,2,30,6.33333333333
10,2,31,4.0
10,2,32,1.33333333333
10,2,33,5.0
10,2,34,5.66666666667
10,2,35,2.33333333333
10,2,36,4.0
10,2,37,5.33333333333
10,2,38,4.33333333333
10,2,39,5.66666666667
10,2,4,6.0
10,2,40,5.0
10,2,41,5.0
10,2,42,5.0
10,2,43,5.33333333333
10,2,44,4.33333333333
10,2,45,4.33333333333
10,2,46,4.0
10,2,47,5.66666666667
10,2,5,5.0
10,2,50,3.33333333333
