10,1,026,2.5
10,1,029,4.25
10,1,045,2.5
10,1,061,3.0
3,1,001,3.875
3,1,002,4.5
3,1,003,3.0
3,1,004,3.25
3,1,005,6.0
3,1,006,4.5
3,1,007,4.75
3,1,008,3.5
3,1,009,2.75
3,1,010,2.875
3,1,011,0.75
3,1,012,1.0
3,1,013,1.75
3,1,014,3.75
3,1,015,5.0
3,1,016,4.75
3,1,017,5.0
3,1,018,3.75
3,1,019,4.125
3,1,020,2.5
3,1,021,4.5
3,1,022,4.8333333335
3,1,023,3.875
3,1,024,4.5
3,1,025,5.5
3,1,026,4.0
3,1,027,5.25
3,1,028,4.75
3,1,029,1.25
3,1,030,4.5
3,1,031,3.666666667
3,1,032,4.5
3,1,033,3.0
3,1,034,4.125
3,1,035,4.375
3,1,036,3.5
3,1,037,3.125
3,1,038,4.5
3,1,039,5.75
3,1,040,5.0
3,1,041,3.25
3,1,042,1.5
3,1,043,4.0
3,1,044,3.0
3,1,045,4.25
3,1,046,5.0
3,1,047,4.25
3,1,048,2.5
3,1,049,5.0
3,1,050,4.666666667
3,1,051,4.5
3,1,052,3.5
3,1,053,1.25
3,1,054,0.0
3,1,055,3.25
3,1,056,4.0
3,1,057,4.875
3,1,058,4.5
3,1,059,5.5
3,1,060,5.5
3,1,061,5.5
3,1,062,4.375
3,1,063,4.75
3,1,064,5.75
3,1,065,6.25
3,1,066,3.0
3,1,067,0.25
3,1,068,0.0
3,1,069,1.25
3,1,070,2.75
3,1,071,2.0
3,1,072,0.0
3,1,073,3.0
3,1,074,4.0
3,1,075,4.0
3,1,076,4.0
3,1,077,4.5
3,1,078,5.25
3,1,079,5.25
3,1,080,2.75
3,1,081,2.75
3,1,082,3.0
3,1,083,4.5
3,1,084,3.75
3,1,085,2.0
3,1,086,4.25
3,1,087,4.25
3,1,088,4.0
3,1,089,4.25
3,1,090,3.75
3,1,091,4.0
3,1,092,3.5
3,1,093,3.25
3,1,094,3.25
3,1,095,3.75
3,1,096,3.875
3,1,097,1.25
3,1,098,1.75
3,1,099,1.5
3,1,100,2.375
3,1,101,4.375
3,1,102,5.25
3,1,103,1.5
3,1,104,3.5
3,1,105,1.25
3,1,106,2.75
3,1,107,5.25
3,1,108,2.25
3,1,109,1.0
3,1,110,1.0
3,2,001,0.75
3,2,002,1.875
3,2,003,0.0
3,2,004,1.5
3,2,005,3.25
3,2,006,5.25
3,2,007,6.0
3,2,008,6.0
3,2,009,4.5
3,2,010,4.0
