10,1,001,0
10,1,002,0
10,1,003,0
10,1,004,2
10,1,005,1
10,1,006,2
10,1,007,2
10,1,008,2
10,1,009,1
10,1,010,1
10,1,011,1
10,1,012,0
10,1,013,1
10,1,014,1
10,1,015,0
10,1,016,0
10,1,017,0
10,1,018,0
10,1,019,0
10,1,020,0
10,1,021,2
10,1,022,2
10,1,024,2
10,1,025,2
10,1,026,0
10,1,027,1
10,1,028,1
10,1,029,1
10,1,030,2
10,1,031,1
10,1,032,0
10,1,033,1
10,1,034,1
10,1,035,0
10,1,036,2
10,1,037,2
10,1,038,1
10,1,039,1
10,1,040,2
10,1,041,0
10,1,042,2
10,1,043,0
10,1,044,1
10,1,045,0
10,1,046,2
10,1,047,2
10,1,048,1
10,1,049,1
10,1,050,2
10,1,051,2
10,1,052,2
10,1,053,2
10,1,054,2
10,1,055,2
10,1,056,2
10,1,057,0
10,1,058,0
10,1,059,0
10,1,060,0
10,1,061,2
10,1,062,2
10,1,063,1
10,1,064,2
10,1,065,2
10,1,066,2
10,1,067,2
10,1,068,1
10,1,069,1
10,1,070,0
10,1,071,0
10,1,072,1
10,1,073,1
10,1,074,1
10,1,075,0
10,1,076,2
10,1,077,2
10,1,078,2
10,1,079,1
10,1,080,2
10,1,081,0
10,1,082,2
10,1,083,0
10,1,084,0
10,1,085,2
10,1,086,1
10,1,087,2
10,1,088,2
10,1,089,2
10,1,090,1
10,1,091,2
10,1,092,1
10,1,093,1
10,1,094,2
10,1,095,2
10,1,096,2
10,1,097,1
10,1,098,1
10,1,099,2
10,1,100,1
10,1,101,2
10,1,102,2
10,1,103,1
10,1,104,2
10,1,105,2
10,1,106,0
10,1,107,2
10,1,108,2
10,1,109,0
10,1,110,0
10,2,001,0
10,2,002,0
10,2,003,2
10,2,004,2
10,2,005,2
10,2,006,2
10,2,007,2
10,2,008,2
10,2,009,1
10,2,010,2
10,2,011,1
10,2,012,2
10,2,013,2
10,2,014,2
10,2,015,2
10,2,016,0
10,2,017,0
10,2,018,0
10,2,019,2
10,2,020,0
10,2,021,2
10,2,022,2
10,2,023,2
10,2,024,0
10,2,025,2
10,2,026,1
10,2,027,1
10,2,028,2
10,2,029,2
10,2,030,2
10,2,031,2
10,2,032,0
10,2,033,2
10,2,034,2
10,2,035,0
10,2,036,1
10,2,037,2
10,2,038,1
10,2,039,2
10,2,040,2
10,2,041,2
10,2,042,2
10,2,043,2
10,2,044,1
10,2,045,1
10,2,046,1
10,2,047,2
10,2,048,0
10,2,049,0
10,2,050,1
10,2,051,2
10,2,052,2
10,2,053,2
10,2,054,2
10,2,055,1
10,2,056,2
10,2,058,2
10,2,059,0
10,2,060,0
10,2,061,0
10,2,062,0
10,2,063,0
10,2,064,0
10,2,065,2
10,2,066,0
10,2,067,1
10,2,068,2
10,2,069,2
10,2,070,2
10,2,071,2
10,2,072,2
10,2,073,2
10,2,074,1
10,2,075,1
10,2,076,2
10,2,077,1
10,2,078,2
10,2,079,2
10,2,080,1
10,2,081,2
10,2,082,2
10,2,083,2
10,2,084,1
10,2,085,2
10,2,086,0
10,2,087,2
10,2,088,2
10,2,089,1
10,2,090,0
10,2,091,0
10,2,092,2
10,2,093,0
10,2,094,0
10,2,095,0
10,2,096,2
10,2,097,2
10,2,098,0
10,2,099,1
10,2,100,0
11,1,004,2
11,1,005,1
11,1,006,1
11,1,007,1
11,1,008,2
11,1,009,1
11,1,010,2
11,1,011,1
11,1,012,2
11,1,013,2
11,1,014,2
11,1,015,0
11,1,016,0
11,1,017,0
11,1,018,0
11,1,019,2
11,1,020,2
11,1,021,1
11,1,022,2
11,1,023,2
11,1,024,1
11,1,025,1
11,1,026,1
11,1,027,1
11,1,028,2
11,1,029,2
11,1,030,1
11,1,031,2
11,1,032,1
11,1,033,2
11,1,034,2
11,1,035,2
11,1,036,2
11,1,037,1
11,1,038,2
11,1,039,2
11,1,040,0
11,1,041,1
11,1,042,0
11,1,043,0
11,1,044,0
11,1,045,0
11,1,046,0
11,1,047,0
11,1,048,0
11,1,049,1
11,1,050,2
11,1,051,1
11,1,052,2
11,1,053,2
11,1,054,0
11,1,055,1
11,1,056,0
11,1,057,0
11,1,058,0
11,1,059,0
11,1,060,0
11,1,061,0
11,1,062,2
11,1,063,2
11,1,064,1
11,1,065,1
11,1,066,0
11,1,067,2
11,1,068,2
11,1,069,1
11,1,070,2
11,1,071,2
11,1,072,1
11,1,073,2
11,1,074,2
11,1,075,0
11,1,076,1
11,1,077,2
11,1,078,2
11,1,079,2
11,1,080,2
11,1,081,2
11,1,082,1
11,1,083,2
11,1,084,2
11,1,085,0
11,1,086,0
11,1,087,0
11,1,088,0
11,1,089,2
11,1,090,2
11,1,091,2
11,1,092,2
11,1,093,1
11,1,094,2
11,1,095,0
11,1,096,2
11,1,097,2
11,1,098,2
11,1,099,2
11,1,100,0
11,1,101,0
11,1,102,0
11,2,001,0
11,2,002,0
11,2,003,2
11,2,004,2
11,2,005,0
11,2,006,2
11,2,007,0
11,2,008,2
11,2,009,0
11,2,010,1
11,2,011,0
11,2,012,0
11,2,013,0
11,2,014,0
11,2,015,0
11,2,016,0
11,2,017,2
11,2,018,0
11,2,019,2
11,2,020,2
11,2,021,2
11,2,022,0
11,2,023,2
11,2,024,2
11,2,025,2
11,2,026,0
11,2,027,2
11,2,028,1
11,2,029,2
11,2,030,2
11,2,031,2
11,2,032,2
11,2,033,1
11,2,034,2
11,2,035,0
11,2,036,2
11,2,037,2
11,2,038,2
11,2,039,0
11,2,040,2
11,2,041,1
11,2,042,1
11,2,043,2
11,2,044,2
11,2,045,1
11,2,046,2
11,2,047,2
11,2,048,2
11,2,049,0
11,2,050,2
11,2,051,1
11,2,052,2
11,2,053,2
11,2,054,0
11,2,055,2
11,2,056,1
11,2,057,0
