21499,7.0000,1
19607,0.0000,0
17466,7.0000,0
3388,7.0000,5
21705,0.0000,1
23467,4.0000,1
3857,0.0000,5
11552,7.0000,6
554,7.0000,6
6356,7.0000,5
7067,5.0000,7
9497,7.0000,6
6433,3.0000,7
14834,0.0000,0
11055,7.0000,5
10403,7.0000,5
21253,3.0000,0
17504,0.0000,0
8374,7.0000,7
23554,4.0000,2
14737,0.0000,0
5814,7.0000,7
11113,0.0000,7
11166,7.0000,7
1403,7.0000,7
7048,7.0000,7
2959,7.0000,6
18236,7.0000,3
16757,0.0000,1
1960,7.0000,5
1220,5.0000,7
18161,0.0000,0
8829,7.0000,7
8185,7.0000,7
3925,7.0000,7
16150,3.0000,3
17052,7.0000,3
954,0.0000,6
5526,7.0000,7
5985,7.0000,5
20929,3.0000,0
1235,7.0000,7
6434,7.0000,6
5812,3.0000,4
17327,3.0000,2
17910,0.0000,0
1716,2.0000,7
9910,7.0000,7
5105,7.0000,7
23965,7.0000,3
858,4.0000,4
19727,7.0000,0
6857,7.0000,7
14452,0.0000,0
5273,0.0000,7
15770,0.0000,0
16293,0.0000,3
12261,7.0000,5
6974,5.0000,5
13534,2.0000,1
1822,5.0000,7
1511,7.0000,7
13712,0.0000,0
12557,0.0000,1
21262,7.0000,0
10688,7.0000,5
23152,3.0000,0
19933,7.0000,0
6647,0.0000,6
14228,7.0000,0
9375,7.0000,6
7735,7.0000,7
23545,7.0000,0
2931,4.0000,4
10611,4.0000,4
14093,0.0000,0
18235,2.0000,0
13948,0.0000,0
139,7.0000,5
22363,0.0000,0
5884,3.0000,7
19938,0.0000,1
10904,0.0000,6
22593,7.0000,0
18031,2.0000,3
22665,5.0000,0
14743,5.0000,0
24530,7.0000,1
9232,5.0000,7
22980,7.0000,2
19581,7.0000,3
860,3.0000,7
1270,0.0000,6
7554,7.0000,6
17286,3.0000,2
4012,7.0000,7
8550,5.0000,7
14807,4.0000,1
20692,3.0000,2
9630,7.0000,7
1298,5.0000,5
12573,7.0000,0
2713,7.0000,7
6909,5.0000,6
478,5.0000,7
4547,0.0000,4
19447,0.0000,0
22508,0.0000,0
7679,5.0000,5
7343,7.0000,7
13169,0.0000,1
1653,5.0000,7
8160,7.0000,6
16769,4.0000,0
21710,0.0000,1
13964,0.0000,0
18162,0.0000,0
85,5.0000,4
24730,0.0000,0
24784,0.0000,1
4688,7.0000,7
9320,7.0000,7
5439,7.0000,5
429,7.0000,6
3586,7.0000,7
5400,5.0000,5
9445,5.0000,6
7622,4.0000,4
3157,7.0000,7
3414,7.0000,6
22877,0.0000,0
19826,0.0000,2
8229,7.0000,6
424,7.0000,7
10295,5.0000,5
2649,7.0000,7
19708,0.0000,1
19244,0.0000,3
6435,7.0000,7
13848,0.0000,2
10162,7.0000,7
9613,7.0000,7
19711,0.0000,0
7162,7.0000,7
9951,7.0000,7
23728,0.0000,3
8359,7.0000,7
22790,7.0000,0
2018,7.0000,7
7684,7.0000,7
2677,7.0000,6
18259,4.0000,2
24881,7.0000,3
15996,0.0000,0
10301,3.0000,6
7686,7.0000,7
15920,0.0000,0
17512,0.0000,0
8183,7.0000,7
14464,0.0000,0
8098,0.0000,6
15941,0.0000,1
13781,0.0000,1
10612,7.0000,5
7922,7.0000,7
5086,5.0000,5
17527,7.0000,1
19344,3.0000,2
19868,0.0000,3
7734,7.0000,7
11977,7.0000,7
11521,7.0000,7
4527,0.0000,7
21100,5.0000,3
19524,0.0000,0
16673,0.0000,0
15965,0.0000,0
16831,0.0000,1
5323,7.0000,5
15035,0.0000,0
3956,7.0000,7
24857,0.0000,1
21674,5.0000,2
21361,0.0000,0
23635,0.0000,0
14616,7.0000,1
5032,7.0000,7
2133,7.0000,6
18904,5.0000,2
20043,0.0000,0
24879,0.0000,2
8026,7.0000,7
326,7.0000,6
24782,0.0000,3
8458,7.0000,4
12992,7.0000,2
6539,7.0000,7
8561,7.0000,6
14527,0.0000,0
7152,5.0000,4
24927,7.0000,0
22403,0.0000,0
12598,0.0000,0
16190,0.0000,0
4979,7.0000,6
11722,7.0000,6
21269,7.0000,1
24442,0.0000,2
9243,7.0000,7
3921,7.0000,7
3501,0.0000,7
5454,7.0000,7
18308,0.0000,2
17513,0.0000,0
4063,7.0000,7
11206,7.0000,7
17900,0.0000,2
22810,0.0000,0
20444,7.0000,0
24003,0.0000,0
9569,5.0000,7
17533,5.0000,1
10481,7.0000,6
8303,7.0000,4
21607,0.0000,2
7536,5.0000,4
3266,7.0000,6
12603,0.0000,0
1675,7.0000,6
12387,5.0000,6
22998,0.0000,0
24825,4.0000,3
7847,7.0000,7
11525,7.0000,7
8830,2.0000,5
4787,4.0000,5
7616,7.0000,7
21086,7.0000,2
24503,0.0000,2
20062,0.0000,2
13369,0.0000,3
11334,5.0000,6
3665,7.0000,7
9907,7.0000,7
6612,7.0000,7
23111,0.0000,2
2732,5.0000,5
9803,7.0000,7
9558,7.0000,7
1709,7.0000,7
24135,0.0000,0
9123,7.0000,6
23435,0.0000,0
975,7.0000,7
12918,7.0000,1
6276,7.0000,7
3420,5.0000,5
10115,0.0000,4
20194,0.0000,0
12087,5.0000,6
16148,4.0000,2
7988,7.0000,6
6074,5.0000,5
9471,7.0000,7
10408,4.0000,6
14393,0.0000,1
3105,7.0000,4
10135,7.0000,7
14803,4.0000,0
5217,7.0000,7
1974,7.0000,7
12269,7.0000,7
18588,0.0000,2
9118,7.0000,7
1718,7.0000,6
16461,0.0000,0
15027,4.0000,1
12003,7.0000,7
10637,7.0000,7
16002,7.0000,3
7517,4.0000,5
8836,7.0000,5
18702,0.0000,1
4601,7.0000,7
6960,5.0000,7
6551,7.0000,7
15290,7.0000,0
5384,7.0000,7
22828,0.0000,0
17164,0.0000,0
17016,5.0000,3
6549,7.0000,7
12943,0.0000,0
10431,7.0000,7
11171,7.0000,7
17706,0.0000,0
1999,7.0000,7
24504,4.0000,3
14917,0.0000,0
24475,3.0000,1
3225,7.0000,7
24136,0.0000,1
17637,0.0000,0
23777,3.0000,0
9357,7.0000,6
23226,0.0000,0
14946,0.0000,0
1516,7.0000,7
16072,0.0000,0
13364,2.0000,1
23732,0.0000,0
13756,0.0000,0
15237,0.0000,0
6084,7.0000,6
5102,5.0000,7
11168,7.0000,7
2171,7.0000,6
20959,0.0000,3
16443,0.0000,0
16079,3.0000,3
10581,7.0000,7
4480,7.0000,7
16313,0.0000,0
12688,7.0000,2
2668,5.0000,7
13256,0.0000,1
23740,0.0000,0
8367,7.0000,4
8796,7.0000,7
5123,7.0000,7
15052,0.0000,1
8223,7.0000,7
10275,5.0000,4
2721,7.0000,6
5040,7.0000,7
12331,7.0000,5
20994,7.0000,3
12362,7.0000,6
194,5.0000,4
22853,0.0000,3
17880,0.0000,0
11830,7.0000,7
7070,5.0000,5
11170,7.0000,7
15208,0.0000,0
13583,0.0000,0
5083,7.0000,7
9512,3.0000,5
21085,0.0000,0
1084,7.0000,6
1890,3.0000,5
14925,4.0000,3
6448,7.0000,5
15368,0.0000,0
16048,7.0000,3
13095,5.0000,1
6831,7.0000,6
14889,0.0000,0
15159,0.0000,0
17039,3.0000,3
20875,0.0000,0
10758,5.0000,6
14295,0.0000,0
9142,7.0000,7
13958,0.0000,0
12240,7.0000,7
8985,7.0000,6
1322,7.0000,6
21825,0.0000,2
6759,7.0000,4
13410,0.0000,2
6308,7.0000,7
22592,7.0000,2
6369,0.0000,7
11985,0.0000,7
19273,0.0000,0
3697,7.0000,7
8366,5.0000,4
8588,7.0000,7
20237,0.0000,3
1128,7.0000,7
12237,7.0000,7
1093,7.0000,6
19571,0.0000,2
4726,7.0000,7
5712,7.0000,5
9724,7.0000,5
7561,7.0000,7
11031,7.0000,6
4690,7.0000,7
13589,0.0000,3
10030,7.0000,7
4135,7.0000,7
12191,7.0000,7
8465,5.0000,6
4913,7.0000,7
7535,5.0000,5
22217,0.0000,0
10315,7.0000,6
16245,0.0000,0
15483,3.0000,2
16765,0.0000,0
20624,0.0000,1
9486,7.0000,7
22809,0.0000,0
17042,0.0000,0
10049,7.0000,7
16912,0.0000,0
14027,0.0000,0
17564,0.0000,0
10689,7.0000,7
22871,0.0000,0
8871,7.0000,7
13980,4.0000,3
12291,7.0000,7
9347,7.0000,7
1110,0.0000,5
1955,7.0000,4
21761,7.0000,3
9564,7.0000,7
8608,0.0000,5
15519,0.0000,0
23,7.0000,5
5223,7.0000,4
3784,7.0000,7
9629,7.0000,4
19013,0.0000,0
1136,5.0000,5
5429,5.0000,7
129,7.0000,7
522,7.0000,7
19222,0.0000,0
5156,7.0000,7
14088,0.0000,0
16067,7.0000,0
21163,7.0000,3
22765,0.0000,0
5395,7.0000,4
17631,7.0000,0
18024,0.0000,0
2363,7.0000,7
22139,7.0000,0
68,7.0000,7
17615,0.0000,1
5367,7.0000,7
240,7.0000,7
20938,0.0000,3
6107,0.0000,5
16247,0.0000,0
7958,7.0000,7
2314,7.0000,7
2004,7.0000,7
6777,5.0000,4
24678,0.0000,0
6010,7.0000,7
23442,0.0000,0
21520,7.0000,3
19748,0.0000,0
6262,7.0000,6
6066,5.0000,7
15610,0.0000,1
5026,7.0000,4
8448,7.0000,7
7249,7.0000,4
22550,0.0000,0
20930,7.0000,2
14016,0.0000,0
9132,7.0000,7
17944,3.0000,0
17228,7.0000,0
6089,7.0000,7
17194,0.0000,0
24650,0.0000,0
21869,0.0000,0
16566,7.0000,3
17025,0.0000,0
3656,7.0000,7
3428,7.0000,4
2906,7.0000,7
4173,7.0000,4
22361,0.0000,1
4633,7.0000,7
3401,7.0000,6
19383,0.0000,0
4288,7.0000,7
20811,7.0000,3
18743,0.0000,3
12848,0.0000,0
19115,7.0000,1
1218,7.0000,6
24422,3.0000,3
12211,7.0000,7
6834,7.0000,7
19948,0.0000,3
759,7.0000,4
4792,7.0000,7
15591,7.0000,3
2282,7.0000,6
12784,0.0000,3
20894,5.0000,3
12295,7.0000,5
4268,7.0000,5
11629,7.0000,6
24075,0.0000,0
13426,0.0000,1
4299,7.0000,6
15511,7.0000,1
6080,0.0000,4
3952,7.0000,5
13632,7.0000,1
21679,7.0000,1
9527,7.0000,7
9628,7.0000,7
21369,0.0000,0
2271,7.0000,7
2130,7.0000,7
192,7.0000,5
16494,4.0000,2
8163,7.0000,6
4432,7.0000,7
5520,7.0000,7
18665,3.0000,2
19228,5.0000,3
18170,0.0000,0
2579,7.0000,6
20647,0.0000,0
574,7.0000,7
5917,5.0000,4
18469,3.0000,2
2480,7.0000,5
375,5.0000,6
16304,0.0000,1
3425,7.0000,6
10747,7.0000,7
7138,7.0000,7
24270,0.0000,0
13162,0.0000,0
711,7.0000,4
1203,4.0000,4
17521,0.0000,0
18824,0.0000,0
4445,7.0000,7
22342,0.0000,0
19525,4.0000,3
5815,7.0000,7
12932,4.0000,0
11829,7.0000,7
51,7.0000,7
19872,0.0000,2
11276,5.0000,7
13552,0.0000,0
347,7.0000,6
17319,3.0000,2
24606,0.0000,0
4684,7.0000,6
10058,7.0000,7
18749,0.0000,0
16246,3.0000,0
6082,5.0000,6
13718,0.0000,2
18647,4.0000,3
12778,0.0000,3
24435,7.0000,3
13397,2.0000,1
6871,7.0000,7
12958,0.0000,1
11167,7.0000,6
23896,0.0000,1
18352,4.0000,2
20882,0.0000,0
16160,7.0000,3
20198,7.0000,2
24781,0.0000,0
130,7.0000,6
16222,0.0000,0
11752,7.0000,7
20032,7.0000,1
11454,7.0000,7
20934,0.0000,2
4851,7.0000,5
1031,7.0000,4
1673,7.0000,7
13859,0.0000,0
766,7.0000,4
5058,7.0000,4
18881,0.0000,0
22759,7.0000,0
10627,7.0000,5
9797,7.0000,7
3437,7.0000,6
11924,7.0000,6
14422,5.0000,2
6263,7.0000,7
14904,0.0000,0
15592,0.0000,3
9711,7.0000,7
22285,7.0000,0
14227,7.0000,2
17492,0.0000,0
1667,7.0000,5
21357,3.0000,0
13604,0.0000,0
10881,7.0000,7
14726,0.0000,3
22096,4.0000,1
14041,0.0000,0
15005,0.0000,1
24557,0.0000,0
9418,0.0000,4
19706,0.0000,0
13263,0.0000,0
17921,0.0000,1
2147,7.0000,7
5979,7.0000,6
16531,0.0000,0
8971,7.0000,6
15855,7.0000,1
14948,0.0000,1
14997,0.0000,1
18169,0.0000,0
16466,0.0000,0
1080,7.0000,4
4993,5.0000,6
5611,7.0000,4
10014,7.0000,5
3353,7.0000,7
13434,7.0000,2
14032,0.0000,0
21855,0.0000,1
1657,7.0000,7
4482,7.0000,5
10613,7.0000,5
17601,4.0000,3
3875,4.0000,4
6769,7.0000,7
3836,7.0000,5
15879,0.0000,2
22861,0.0000,0
6541,7.0000,7
9397,5.0000,5
7451,7.0000,5
20590,0.0000,2
17309,0.0000,1
10646,7.0000,7
8101,7.0000,5
2666,5.0000,7
6271,7.0000,7
4311,7.0000,7
17358,4.0000,3
5813,7.0000,7
2727,5.0000,7
5966,0.0000,5
18723,0.0000,2
13670,7.0000,2
2526,5.0000,6
8453,5.0000,5
6439,7.0000,6
24709,0.0000,3
15357,4.0000,3
11301,7.0000,7
16744,3.0000,3
19616,3.0000,2
8228,7.0000,5
22428,0.0000,0
18804,3.0000,3
2217,3.0000,4
12095,7.0000,5
17864,0.0000,0
5722,7.0000,5
15981,0.0000,3
17810,4.0000,3
17437,0.0000,0
4312,7.0000,6
5891,4.0000,4
4797,7.0000,7
11679,7.0000,7
21668,3.0000,3
9828,7.0000,7
14709,0.0000,3
15967,0.0000,1
24833,0.0000,1
13930,0.0000,3
14223,0.0000,0
313,7.0000,7
5714,7.0000,6
13476,0.0000,1
2502,5.0000,5
20777,5.0000,0
19286,0.0000,0
21363,0.0000,0
24783,3.0000,2
15542,7.0000,3
2524,7.0000,5
19827,0.0000,1
17407,0.0000,0
9467,7.0000,6
18175,0.0000,0
12098,7.0000,5
24271,7.0000,0
23355,0.0000,0
17414,0.0000,3
16797,0.0000,0
22494,7.0000,1
24146,0.0000,0
13934,0.0000,2
6078,5.0000,5
23155,7.0000,3
11753,7.0000,7
609,7.0000,7
14086,0.0000,0
17800,0.0000,2
6578,7.0000,4
24294,0.0000,0
9858,3.0000,5
14940,7.0000,0
21577,0.0000,0
11034,7.0000,7
13629,0.0000,0
17707,0.0000,1
9761,5.0000,6
7254,7.0000,7
8172,7.0000,7
6839,5.0000,7
11081,5.0000,5
5620,7.0000,6
7074,7.0000,4
21240,7.0000,2
24652,0.0000,0
290,7.0000,5
10516,7.0000,7
11414,7.0000,7
13761,0.0000,0
6641,0.0000,4
14836,0.0000,1
16741,0.0000,2
2429,7.0000,5
21115,0.0000,0
1952,7.0000,4
6077,7.0000,6
3589,7.0000,7
10318,4.0000,4
20696,0.0000,1
2733,7.0000,5
1921,7.0000,4
7222,7.0000,7
6685,7.0000,6
3953,7.0000,6
6447,7.0000,5
7556,4.0000,5
5370,7.0000,7
2518,7.0000,5
1632,7.0000,7
1088,7.0000,7
19016,0.0000,3
16888,3.0000,2
7137,7.0000,7
1711,0.0000,7
5361,5.0000,4
24913,3.0000,2
3377,7.0000,7
7197,7.0000,6
2087,4.0000,4
7247,7.0000,7
15550,0.0000,0
606,7.0000,7
2173,7.0000,7
1744,7.0000,7
23490,0.0000,0
15000,0.0000,1
14294,5.0000,0
7732,0.0000,6
7685,5.0000,7
22309,0.0000,0
15037,0.0000,0
21332,5.0000,2
5481,7.0000,7
13847,4.0000,3
24323,0.0000,0
3859,0.0000,7
10300,5.0000,6
17335,0.0000,0
3423,7.0000,6
6912,5.0000,5
3081,7.0000,7
14404,0.0000,0
21367,0.0000,2
1393,7.0000,7
7790,0.0000,6
9507,5.0000,7
15689,3.0000,0
7447,4.0000,5
9248,7.0000,7
24829,5.0000,3
11410,7.0000,6
19033,0.0000,0
18859,3.0000,0
24431,0.0000,0
10225,7.0000,6
2367,7.0000,5
12051,7.0000,7
9853,5.0000,5
15003,5.0000,2
7809,7.0000,5
21256,0.0000,1
15852,3.0000,2
19899,0.0000,0
12571,7.0000,1
22697,0.0000,0
24714,0.0000,0
3405,7.0000,7
7615,3.0000,5
20470,7.0000,0
12613,0.0000,3
22244,0.0000,0
8870,5.0000,7
22287,0.0000,0
12340,7.0000,7
8619,7.0000,6
10578,7.0000,7
973,7.0000,7
13776,0.0000,2
6538,0.0000,7
24500,0.0000,1
1990,7.0000,7
4529,7.0000,6
9031,7.0000,6
11060,7.0000,7
7153,5.0000,6
569,7.0000,6
1911,7.0000,4
16478,7.0000,1
15593,0.0000,3
7560,7.0000,7
6464,7.0000,7
1212,7.0000,5
4475,7.0000,7
14831,3.0000,2
6972,7.0000,5
20591,3.0000,2
14224,0.0000,3
13715,3.0000,2
8631,7.0000,6
19668,4.0000,2
24759,0.0000,2
931,7.0000,6
2688,4.0000,4
23734,7.0000,0
70,7.0000,7
555,7.0000,7
7911,7.0000,7
19875,3.0000,3
8615,7.0000,6
18893,0.0000,0
18956,7.0000,1
575,5.0000,4
6893,7.0000,4
23886,0.0000,2
3690,7.0000,7
4161,3.0000,5
859,5.0000,7
16023,0.0000,1
1885,0.0000,7
6898,7.0000,7
934,7.0000,7
19579,0.0000,0
16602,4.0000,3
19864,0.0000,1
15846,0.0000,0
14414,0.0000,3
11112,7.0000,6
2949,7.0000,7
9501,5.0000,4
13782,0.0000,2
12124,5.0000,6
2789,7.0000,7
903,5.0000,4
1389,7.0000,7
939,7.0000,7
5419,5.0000,7
15496,0.0000,0
15910,7.0000,2
24808,4.0000,1
2261,7.0000,6
13106,0.0000,0
8382,0.0000,5
22870,0.0000,1
23264,0.0000,0
12356,7.0000,5
5894,5.0000,5
12044,0.0000,7
22888,3.0000,3
14053,0.0000,0
4168,7.0000,4
1891,4.0000,5
10366,0.0000,4
16839,0.0000,0
12017,5.0000,4
24280,3.0000,3
2560,7.0000,7
18260,5.0000,3
21642,7.0000,3
22957,0.0000,1
22443,3.0000,3
16793,0.0000,2
17330,0.0000,0
17821,7.0000,2
8217,5.0000,6
9082,7.0000,7
4484,7.0000,7
9688,7.0000,5
2370,7.0000,4
5428,7.0000,7
15224,4.0000,2
7559,7.0000,7
10319,7.0000,7
13889,5.0000,1
17234,0.0000,2
15551,0.0000,0
12726,0.0000,1
19729,0.0000,0
5947,7.0000,7
4221,0.0000,7
4451,7.0000,7
21177,0.0000,0
4390,7.0000,7
24509,0.0000,3
10969,4.0000,5
713,7.0000,7
1248,7.0000,5
11446,0.0000,4
18096,4.0000,1
8370,7.0000,4
21109,7.0000,1
17408,0.0000,1
5109,7.0000,7
22984,0.0000,0
18019,0.0000,0
23580,0.0000,0
9560,7.0000,5
18974,0.0000,3
3009,5.0000,4
2433,7.0000,6
19841,0.0000,0
18017,4.0000,0
6240,5.0000,6
17318,3.0000,0
11832,7.0000,6
307,7.0000,7
14806,0.0000,1
8752,7.0000,7
13251,0.0000,3
21916,3.0000,3
18189,0.0000,0
23060,0.0000,0
7959,7.0000,7
4928,7.0000,5
24324,3.0000,3
5202,7.0000,5
15039,0.0000,0
5219,7.0000,7
13250,0.0000,3
18677,7.0000,3
19714,0.0000,0
1519,7.0000,7
11333,5.0000,6
22286,0.0000,0
15605,0.0000,0
15373,0.0000,0
6132,3.0000,6
19730,0.0000,0
8981,7.0000,7
1691,7.0000,5
14588,0.0000,2
9403,7.0000,7
16816,0.0000,0
9607,7.0000,7
8989,7.0000,7
17483,0.0000,0
18933,2.0000,1
4280,7.0000,7
9249,7.0000,7
2645,7.0000,7
13252,7.0000,1
3670,5.0000,5
19677,0.0000,1
1313,3.0000,5
18799,4.0000,3
21544,0.0000,0
14211,0.0000,0
24659,0.0000,0
21589,0.0000,0
4321,5.0000,7
193,5.0000,6
9596,4.0000,4
7740,7.0000,7
5907,3.0000,5
13854,7.0000,2
8029,7.0000,7
308,7.0000,4
14526,0.0000,0
1994,0.0000,7
6736,7.0000,5
14728,4.0000,2
4164,4.0000,7
7802,7.0000,7
3946,7.0000,5
13624,0.0000,1
6584,7.0000,5
15857,0.0000,0
12364,4.0000,4
23865,7.0000,2
1085,7.0000,7
7736,7.0000,7
2407,7.0000,4
2667,5.0000,5
15809,0.0000,0
24001,7.0000,1
15571,0.0000,0
338,5.0000,4
24083,0.0000,0
3083,7.0000,7
20403,7.0000,0
13111,0.0000,1
15991,0.0000,1
17314,3.0000,1
12553,0.0000,0
24576,3.0000,0
4111,7.0000,7
2805,7.0000,4
7642,7.0000,7
4802,7.0000,7
4005,7.0000,4
12664,0.0000,0
22269,0.0000,0
14480,4.0000,3
21358,0.0000,0
5060,5.0000,5
23584,0.0000,0
21228,7.0000,3
128,7.0000,5
